Probe Set ID	SL2_1_Exp	SL2_2_Exp	Clone8_1_Exp	Clone8_2_Exp	SL2_1_Call	SL2_2_Call	Clone8_1_Call	Clone8_2_Call
1636612_a_at	9.5	8	10.3	8.1	A	A	A	A
1632108_at	5.6	23.9	5.8	1.1	A	A	A	A
1628139_at	59.1	30.1	42.5	25.7	A	A	A	A
1640921_at	11.2	41.9	12.5	5.5	A	A	A	A
1635008_at	72.6	33.1	61.4	42	P	A	P	P
1629154_at	107.9	23.4	92.6	54.8	M	A	P	M
1635183_at	44.4	24.7	33.2	5.6	A	A	A	A
1641062_at	50.8	78	213.2	247.1	A	P	P	P
1637584_at	822.2	786.6	1108.9	1122	P	P	P	P
1628564_at	5.4	6.8	4.4	2.3	A	A	A	A
1626351_at	26.9	10.7	32.4	54.8	A	A	A	M
1636653_at	20.2	10.4	16.3	9.6	A	A	A	A
1637680_at	8.7	2.4	4.1	2.7	A	A	A	A
1639495_at	4.5	19.6	33.8	7.7	A	A	A	A
1636919_at	2244.9	2642.5	2528.9	3844.4	P	P	P	P
1639943_at	705	795.5	484	293.8	P	P	P	P
1635292_at	8	4.6	5.3	1.9	A	A	A	A
1625200_at	129.4	26.9	69.5	31	M	A	M	A
1641154_at	4.1	3.9	6.7	1.8	A	A	A	A
1635355_a_at	10204.7	8603.7	8025.4	7514.3	P	P	P	P
1624214_at	470.7	359.3	392.7	379.7	P	P	P	P
1630474_at	13.5	10	38.6	3.9	A	A	A	A
1634605_at	5.2	4.2	2.2	8.3	A	A	A	A
1628160_a_at	502.8	471.2	1678.4	2196.8	P	P	P	P
1636034_at	1249.4	1088.3	1065.4	1274	P	P	P	P
1633331_at	1590.9	1533.2	1669.2	2429.7	P	P	P	P
1627730_at	2.9	9.9	7.5	2.4	A	A	A	A
1638938_at	727.2	734.6	430.7	514	P	P	P	P
1639525_at	64.9	24	37	22.5	A	A	A	A
1635000_at	61.3	60	62.1	34	A	P	A	P
1626221_at	8.2	8.6	5.5	39	A	A	A	A
1624410_at	75.7	137	79.7	33	A	P	A	A
1637368_at	68.3	37.4	70.8	17	A	A	A	A
1633476_at	76	5.9	74.5	5.5	A	A	A	A
1639469_a_at	3	6.5	50.9	28.1	A	A	P	A
1636970_at	9.2	9.9	3.4	5	A	A	A	A
1629408_s_at	222.7	252.1	218.4	188.7	A	P	P	P
1640625_at	9.9	4.6	4.8	3.7	A	A	A	A
1637538_s_at	839.3	773.2	1023.1	657.6	P	P	P	P
1622950_a_at	3069.7	2048.1	2288.4	2653.8	P	P	P	P
1635340_at	2150.2	1920.4	3457.7	2017.5	P	P	P	P
1631819_s_at	15449.1	17685.5	14452.4	19005.3	P	P	P	P
1629170_s_at	565.9	459	804.3	781.1	P	P	P	P
1638176_at	1292.6	820	736.1	484.6	P	P	P	P
1635476_at	947.7	1315	1336.5	1776.2	P	P	P	P
1637947_s_at	640.5	565.2	533.9	609.8	P	P	P	P
1623090_at	353.9	290.4	262.4	370.5	P	P	P	P
1629558_at	66	37.9	69.8	29.8	M	P	A	P
1632281_at	1044	1059.7	1119.5	1587.7	P	P	P	P
1631216_a_at	1.7	0.5	1.3	4.3	A	A	A	A
1638382_at	4.2	4.2	4.3	2.6	A	A	A	A
1634628_at	771.3	750.7	900.1	897.1	P	P	P	P
1627972_at	18.4	19.4	7.4	3	A	A	A	A
1635655_at	6.7	25.2	27.3	18.6	A	A	A	A
1639368_at	74.8	45.1	68.3	43.6	P	P	P	P
1625873_at	36.3	4.2	20.3	1.8	A	A	A	A
1640616_at	17.7	6.4	39.6	5.7	A	A	A	A
1640691_at	1688.8	1344.1	1366.9	1381.2	P	P	P	P
1630066_at	62.7	36.2	11.4	15.8	A	A	A	A
1633858_at	53.3	25.6	67.9	30.1	A	A	A	A
1628669_at	512.5	475.8	464.7	411.1	P	P	P	P
1639094_at	702.3	748.4	580.6	735.2	P	P	P	P
1631347_at	17.5	6.3	28.6	16.7	A	A	A	A
1631263_at	889.3	1070.9	975.3	1100.8	P	P	P	P
1629537_s_at	853.5	762.1	791.5	807.6	P	P	P	P
1633739_at	179.7	169.7	257.2	286.1	P	P	P	P
1628723_at	6451.6	6200	6970.6	7620.8	P	P	P	P
1635587_s_at	1246	994.3	2201.6	1812.3	P	P	P	P
1623856_at	14.9	14	5.6	1.4	A	A	A	A
1636883_s_at	5939.7	5785.3	5375	7052.8	P	P	P	P
1627093_at	46.1	4.9	19.4	23.5	A	A	A	A
1626772_at	11.9	15.5	5.3	4.3	A	A	A	A
1639120_at	48	3.1	45	2.3	A	A	A	A
1631301_at	8.3	3	6.7	4	A	A	A	A
1627712_at	35.1	4.4	23.6	3	A	A	A	A
1628113_at	25.1	7.3	25.5	20	A	A	A	A
1624171_at	16.6	31.9	8.7	11.8	A	A	A	A
1623947_at	6.6	19.4	10.8	1.9	A	A	A	A
1637512_at	2.9	2.3	3.9	4.1	A	A	A	A
1628570_at	4.1	14.9	3.8	1.6	A	A	A	A
1641398_s_at	4285.9	3717.5	841.2	641.7	P	P	P	P
1623175_at	3	3.1	2.8	2	A	A	A	A
1639591_at	93.8	75	71.8	57.2	P	P	A	M
1627502_at	524.8	487.7	1188.2	1540.2	P	P	P	P
1634373_a_at	9.8	9.7	6.6	5.3	A	A	A	A
1640422_a_at	44.6	8.7	49.9	2.4	A	A	A	A
1641573_at	97.4	102.9	77.1	71.5	A	A	P	P
1636789_s_at	4137.2	4231.1	2507.4	2828.8	P	P	P	P
1638473_at	7.3	3.4	22.4	2.5	A	A	A	A
1630740_at	13.1	4.3	6.2	4.9	A	A	A	A
1628055_at	13.9	2.4	30.9	4.8	A	A	A	A
1636050_at	4.1	25.3	16.5	2	A	A	A	A
1635226_at	36.8	30.1	38.9	25.9	A	A	A	A
1624993_at	15.6	5	28	20.7	A	A	A	A
1625959_at	4.9	9.2	34.6	27.1	A	A	A	A
1632450_at	54.4	27.9	34.6	18.6	P	M	P	A
1634611_at	33.6	9.8	25.4	3.2	A	A	A	A
1637495_at	3.4	2.9	5.7	1.4	A	A	A	A
1624327_at	6.3	3.4	8.6	3.9	A	A	A	A
1633578_a_at	83.6	38.8	63.5	28.5	P	A	P	P
1641740_at	16.8	2.3	6.5	1.8	A	A	A	A
1625058_at	54.7	5.9	54.3	28.7	A	A	A	A
1631174_at	54.5	60.7	32.8	17.6	A	A	A	A
1637187_at	78.8	34	28.4	21.8	A	A	A	A
1623011_at	79.7	52.6	586.1	191.5	P	A	P	P
1632583_at	7.2	3.9	4.4	1.8	A	A	A	A
1631109_at	324.4	252	280.1	261	A	M	P	P
1629774_at	9.6	12.8	19.3	11.5	A	A	A	A
1637700_s_at	1776.8	1385.4	1637.4	899.7	P	P	P	P
1638545_at	2.5	11.6	7.6	31	A	A	A	A
1636525_at	106.5	7.1	50.1	21.7	A	A	A	A
1634778_at	4.6	8.2	3.9	2.9	A	A	A	A
1629951_at	3.1	6.3	41.8	11.1	A	A	A	A
1640601_at	96.9	54.2	91.2	41.1	A	P	A	P
1640379_s_at	77.4	56.9	142.2	130.2	A	A	P	P
1627655_at	1700	1926.9	2345.4	1859	P	P	P	P
1623744_at	6.1	3	8	0.9	A	A	A	A
1629932_at	48.1	34.5	58.6	32.3	A	A	A	A
1640623_at	43.3	28.3	46.2	38.1	A	A	A	P
1629019_s_at	6394.3	8192.1	10025.4	10712.3	P	P	P	P
1626735_at	5.7	1.6	36.6	24.4	A	A	A	A
1630229_at	100.1	71.2	2222.5	410.9	A	A	P	P
1631346_a_at	50.6	45.9	49.8	9.8	A	A	A	A
1635380_at	76.3	51	52.6	48.1	A	M	A	P
1631415_at	97.4	55.1	87	18.5	P	M	P	A
1627732_s_at	6883.2	9190.4	11894.6	10878.1	P	P	P	P
1625459_at	493.2	420.4	394.5	394.5	P	P	P	P
1623264_at	997.5	968.8	1110.2	806.3	P	P	P	P
1635921_at	10.7	2.2	7.4	3.4	A	A	A	A
1636211_at	107.3	39	60.7	19.2	A	A	A	A
1628034_at	5.5	6.1	9.9	3.6	A	A	A	A
1623994_at	22.6	6.3	15.4	3.1	A	A	A	A
1630264_at	37.2	30.4	51.5	28.1	A	A	A	A
1627860_at	69.7	38.9	62.9	10.8	P	P	M	A
1639319_at	7.5	2	6.1	7.4	A	A	A	A
1630976_at	514.1	444.2	456.3	497.2	A	P	A	P
1630037_at	55.9	10.8	21.4	3.5	A	A	A	A
1625490_at	965.2	641.4	680.7	551.5	P	P	P	P
1631025_at	4.7	2.2	2.7	4.5	A	A	A	A
1629081_at	37.4	12.3	9.1	11.3	A	A	A	P
1627847_s_at	6.1	7.6	15.4	3.1	A	A	A	A
1638043_a_at	1335	944.2	1079.2	1014.7	P	P	P	P
1624926_at	17.5	32.2	29	26.6	A	A	A	A
1625780_a_at	36.1	54.1	47	4.4	A	A	A	A
1638494_at	6.7	13.8	2.4	5.4	A	A	A	A
1640010_at	62	28.1	62.6	8.4	A	A	A	A
1639659_at	945.4	636.3	648.5	780.6	P	P	P	P
1625126_at	567.5	687.4	251.3	347	P	P	P	P
1625795_a_at	116.4	300.6	76.8	32.8	P	P	P	P
1639637_a_at	2254.3	2061.4	450.8	776.9	P	P	P	P
1637353_at	84	76.5	12.5	6.2	A	A	A	A
1637918_s_at	15.2	9.1	41.1	6.9	A	A	A	A
1628485_at	47.3	6	18	6.8	A	A	A	A
1634585_at	65.8	28.9	48.5	32.2	A	A	A	A
1636742_at	17.4	3.5	20.1	1	A	A	A	A
1628666_at	7.6	23.4	15.4	35.3	A	A	A	A
1623977_at	135.6	177.9	295.2	394.2	P	P	P	P
1637681_at	49.8	26	65.8	20.3	A	A	A	A
1639554_at	4037.4	4198.6	5365.9	5486.2	P	P	P	P
1639503_at	760.4	1726.4	10160.8	8697.9	P	P	P	P
1635461_at	335.9	452.7	497	532	P	P	P	P
1635934_at	518.5	621.9	463.5	678.6	P	P	P	P
1641083_at	50.7	27.4	44.9	1.8	A	A	A	A
1631645_at	903.8	799.8	1509.8	1016.4	P	P	P	P
1639061_at	589.1	682.2	615.6	665.6	P	P	P	P
1629021_at	1402.7	1242	1236.9	1543.8	P	P	P	P
1630990_at	821.1	664.8	994.3	950.8	P	P	P	P
1622995_at	1138.4	1139.4	1378.2	1523.7	P	P	P	P
1626791_at	6.5	3.5	12.1	0.9	A	A	A	A
1623212_s_at	670.9	684	651.1	713.2	P	P	P	P
1641677_at	71.4	33.9	44.1	26.2	P	M	P	P
1623343_at	263.5	235.5	319.8	267.6	P	P	P	P
1640055_at	595.1	573	862.8	794.5	P	P	P	P
1628038_at	101.3	74.6	53.1	14.7	P	A	M	A
1640589_at	1857.4	1376.7	1518.5	1355.2	P	P	P	P
1637886_at	3.7	5.9	2.8	6.4	A	A	A	A
1632293_at	17.5	22.7	9.5	11	A	A	A	A
1634578_at	15.2	20.5	16.7	16.5	A	A	A	A
1636379_a_at	248.1	135.1	217.7	187.2	P	P	P	P
1633399_at	419.4	340	482.2	395.8	P	P	P	P
1623119_at	58.2	50.6	86.1	85.3	A	A	A	A
1633941_a_at	117.5	75.4	39.4	4.5	A	A	A	A
1636451_a_at	49	40.8	64.1	32.9	P	P	P	P
1634259_at	9.7	2.8	12.8	4.6	A	A	A	A
1625992_s_at	1798.4	996.3	1471.1	816.5	P	P	P	P
1627838_at	2199.9	1481.9	784.1	1209.8	P	P	P	P
1624241_at	111.4	85.1	225	259.7	P	P	P	P
1626337_at	555	940.1	568.9	917.3	P	P	P	P
1634746_at	424.9	367	511.1	533.2	P	P	P	P
1635245_at	73.4	50.7	619.5	425.9	A	A	P	P
1627872_at	4255	2583.3	4424.5	2426.6	P	P	P	P
1623081_at	1634.6	1909.7	1893.8	2176.4	P	P	P	P
1623638_a_at	244.1	222.9	303.9	270.9	P	P	P	P
1634655_at	226.6	265.3	419.4	388.2	P	P	P	P
1637624_a_at	43.5	70.4	96.4	100.2	P	P	P	P
1640501_at	69.7	51.7	86.3	27.9	P	A	A	A
1624875_at	15.9	10.2	14.9	7.3	A	A	A	A
1637071_at	23.5	3.2	29.9	2.2	A	A	A	A
1640800_at	55.2	38.9	128.7	133.3	A	A	M	P
1633702_at	13.7	9.1	13.8	29.8	A	A	A	A
1639770_at	2118.3	1580.6	753.5	849.5	P	P	P	P
1631577_a_at	2783.8	3227.4	4959.3	6204.3	P	P	P	P
1630237_a_at	4.4	6.1	1.1	16.1	A	A	A	A
1625771_at	91	75.3	95.3	34.9	A	A	A	A
1636088_at	17.7	5.9	1.7	7.8	A	A	A	A
1638980_at	8.5	4.7	3.9	4.9	A	A	A	A
1636304_at	559.4	460.9	478.8	456.6	P	P	P	P
1625714_a_at	4613.6	4528.3	4931.7	4258.1	P	P	P	P
1628503_at	202	297.2	1113.8	708.7	A	M	P	P
1623388_at	231.3	150.2	407.6	173	P	P	P	P
1635543_at	8.5	14.6	11.2	34.3	A	A	A	A
1632591_at	51.1	7.2	6.7	1.5	A	A	A	A
1636951_at	50.5	53.8	59.7	38	P	P	P	P
1627840_a_at	7089.7	7883.2	3602.7	4846.1	P	P	P	P
1639970_at	952.2	748.9	982.9	853.6	P	P	P	P
1633729_a_at	1635.7	1350.3	2064	1474.5	P	P	P	P
1633613_at	164.7	126.6	7144.9	5380.8	P	P	P	P
1639274_at	94	46.7	84.6	31.2	P	A	M	A
1638352_at	330.2	433.4	556.5	444.4	P	P	P	P
1623762_at	2395	2638.6	1535.7	2085.4	P	P	P	P
1639278_at	25.2	24.2	63.5	76.2	A	A	A	M
1627051_at	65.5	7	55.1	34	A	A	A	A
1641483_at	2.5	4	1.8	2.4	A	A	A	A
1626565_at	541.1	641.1	627.5	665.9	P	P	P	P
1640992_at	338.8	221.5	1915.5	1567.7	P	P	P	P
1638481_at	14.3	76.6	18.3	17.6	A	A	A	A
1635524_at	3.2	3	2.9	4.9	A	A	A	A
1626793_at	86.7	38.2	70.9	25.1	A	A	P	A
1626009_s_at	83.5	51.8	134.5	74.7	A	A	M	P
1628875_at	34.7	10	56.6	31.5	A	A	A	A
1636991_s_at	50.7	3.8	28.9	24.5	A	A	A	A
1639878_at	1273.6	1708.4	2157	2337.6	P	P	P	P
1636623_at	60.5	34.8	49.9	28.3	A	A	A	P
1641028_at	50.8	13	81.1	16.2	A	A	A	A
1639769_at	3123.9	2205.3	6720.5	5316.5	P	P	P	P
1630522_a_at	45	23.5	64.8	9.3	A	A	A	A
1624153_at	7660.3	5010.3	10980.9	6026.4	P	P	P	P
1636157_at	436.3	506.6	648.9	584.2	P	P	P	P
1639877_at	437.6	534	430.9	474.1	P	P	P	P
1630455_at	18714.5	20150.3	19426.4	19254.2	P	P	P	P
1627005_at	1727.1	1316.3	823.7	499.2	P	P	P	P
1634124_at	440.5	528.9	657.9	737.4	P	P	P	P
1630158_at	10.9	33.1	44.6	27.4	A	P	P	M
1637812_at	44.5	46.1	60.6	3.6	A	A	A	A
1629753_at	4.3	8.2	1.8	4.8	A	A	A	A
1628450_at	14.9	13.8	19.6	7.5	A	A	A	A
1637639_at	6.8	20.7	4.7	9.6	A	A	A	A
1639529_at	36.2	16.7	21.1	1.7	A	A	A	A
1629434_at	43.6	37.6	10.4	8.1	A	A	A	A
1633442_at	2.2	1.3	17.7	9.6	A	A	A	A
1640401_at	33.6	4.6	5	13.1	A	A	A	A
1637031_at	6.7	2.9	12.2	4	A	A	A	A
1627096_s_at	29.3	13.6	14.5	8.5	A	A	A	A
1636407_at	57.9	29.4	9.9	8.7	A	A	A	A
1627719_at	426.5	325.4	22.4	8.7	P	P	A	A
1641071_at	7.7	9.2	15.8	10.8	A	A	A	A
1636300_at	13.9	6.8	5.3	3.3	A	A	A	A
1624369_at	34.4	47.4	49.4	44.1	A	A	A	A
1626325_a_at	342.5	341.5	449.9	339	P	P	P	P
1623650_a_at	2373.8	2456.8	1838.3	2230.8	P	P	P	P
1635633_s_at	808.9	1256.8	1279	1465.2	P	P	P	P
1635271_at	25.4	34.9	9.8	11.7	A	A	A	A
1625082_a_at	19.5	3.1	38.1	13.5	A	A	A	A
1637305_a_at	78.2	58.7	28.3	3.9	A	A	A	A
1631232_at	116.4	150.3	36.3	6.3	M	P	A	A
1641103_at	53.6	45.3	60.8	18.1	A	A	A	A
1634143_at	105.2	75.9	3355.1	4330.8	M	P	P	P
1624239_at	37.3	21	65.4	36.3	M	A	M	P
1627315_s_at	550	545	551	562.4	P	P	P	P
1640333_at	2130.3	2269.9	1211.9	1083.2	P	P	P	P
1629767_s_at	1934.2	3398.1	5497.9	5938.8	P	P	P	P
1632083_at	35.4	7.9	8.8	9.1	A	A	A	A
1632790_at	2811	3272.5	1062.3	1365.1	P	P	P	P
1640767_s_at	139.6	76	33.5	9.9	P	P	A	A
1624113_at	799.7	1517.5	617.6	1096.2	P	P	P	P
1636949_s_at	1121.8	1246.3	1357.1	1586.7	P	P	P	P
1630702_at	4.8	15.8	39	19.4	A	A	A	A
1638728_at	6.1	2.1	4.7	1.7	A	A	A	A
1630368_at	39.9	30	44.4	21	A	A	A	A
1634331_at	519.3	501.2	715.2	610.5	P	P	P	P
1640458_at	2.5	1.9	15.8	2.6	A	A	A	A
1624471_s_at	16999.2	18884.4	12915.3	15680.5	P	P	P	P
1636728_at	9.1	3.3	3.7	2.2	A	A	A	A
1623229_at	14.2	12.6	17	2.4	A	A	A	A
1629507_a_at	876.4	817.3	195.2	292.1	P	P	P	P
1641015_at	1211	1157.6	1076.9	986.8	P	P	P	P
1639348_at	13.9	52.1	33.6	12.2	A	A	A	A
1627040_at	581.7	768.5	1895	2240.4	P	P	P	P
1633201_at	35.3	27.7	16.4	13.2	A	A	A	A
1636031_at	16.3	14.9	11.2	26.7	A	A	A	A
1624653_at	62.5	4.2	21.7	14.2	A	A	A	A
1630281_at	1.4	2.3	1.6	2.4	A	A	A	A
1628986_at	1919.3	1407	2184.9	2674.1	P	P	P	P
1629150_at	5014.2	3860.8	4605.6	4935.6	P	P	P	P
1628641_at	8.9	31.3	18.2	2.1	A	A	A	A
1639520_at	435.7	494.8	720	644.8	P	P	P	P
1639759_s_at	2769.6	2493.8	2876.6	3727.1	P	P	P	P
1639392_at	2473.7	2444	3298.4	4184.6	P	P	P	P
1636739_at	36.6	21.3	37.8	17.8	A	A	A	A
1637122_at	42.8	13.1	7.5	7.9	A	A	A	A
1630195_at	32.4	2.2	5.9	5.1	A	A	A	A
1636690_at	49.8	41	47.3	24.5	P	A	P	A
1624412_at	1027.3	916.8	12.8	10.2	P	P	A	P
1639498_a_at	1605.7	1556.1	37.9	21.1	P	P	A	A
1632180_at	915.3	1033.9	1186.7	964.2	P	P	P	P
1634881_at	2215.2	1969.2	2817.7	3390	P	P	P	P
1641164_s_at	1153.7	840.1	705.9	721	P	P	P	P
1640912_s_at	211.5	248.4	33.1	61.1	P	P	P	P
1630430_a_at	1528.3	1420.1	1773.4	1878.7	P	P	P	P
1632561_at	18.5	4.1	162.5	65.8	A	A	P	P
1639890_at	2485.5	2931.2	3366.7	3822.8	P	P	P	P
1639147_s_at	76.7	71.7	1	11.4	P	P	A	A
1629871_at	1819.9	1548.5	1524.6	1846.3	P	P	P	P
1641541_a_at	7361.4	8967.7	6744.4	7247.1	P	P	P	P
1624857_at	945.1	931.2	628.3	1282.2	P	P	P	P
1634125_at	819.8	678.5	44.1	17.1	P	P	P	M
1634310_at	1636.9	1477.1	10.3	0.5	P	P	A	A
1624628_at	126.7	89.1	111	86.2	M	P	P	P
1628486_a_at	3574.1	3830.5	1935.6	1516.1	P	P	P	P
1629101_a_at	733.8	814.5	1248.7	974.7	P	P	P	P
1641747_s_at	1650.4	1417.9	752	712	P	P	P	P
1636164_s_at	1554.4	1504.7	1412.2	1431.2	P	P	P	P
1634914_at	68.1	15.9	62.4	9.2	A	A	A	A
1626219_s_at	3043.2	3360.8	2616.7	3306.9	P	P	P	P
1625263_at	3076.6	2046.1	1611.3	1333.9	P	P	P	P
1630431_s_at	2626.7	3231.3	3082.9	3491.3	P	P	P	P
1640138_at	2342.6	2504.9	1261.5	1572.8	P	P	P	P
1630985_at	50.5	49	158.1	91.2	P	P	P	P
1635853_at	4.4	2.3	5.5	0.9	A	A	A	A
1641300_s_at	4174.7	3873.5	2859.7	2605.8	P	P	P	P
1625752_at	24.5	30.7	16	2.2	A	A	A	A
1636607_at	139.6	88	150.4	106.5	P	P	P	P
1628423_at	2437.6	2147.4	1746.6	1153.9	P	P	P	P
1636020_s_at	3210.6	2787.7	2708.6	2852.5	P	P	P	P
1625434_at	8	6	34.3	26.2	A	A	A	A
1625839_at	633.2	625.7	1131.6	1108.1	P	P	P	P
1624668_s_at	429.7	549.3	576.9	1034.9	P	P	P	P
1626663_s_at	9816.7	10093.9	7240.1	8754.5	P	P	P	P
1636066_s_at	180	158.7	167.3	176.1	P	P	P	P
1624431_at	837.7	1314.9	1021.3	1322.9	P	P	P	P
1628528_at	32.9	34.4	27.5	18.3	A	A	A	A
1627034_a_at	927.1	969.2	746.4	684.7	P	P	P	P
1633243_at	333.4	376.4	248.1	233.7	P	P	P	P
1639698_at	18.2	25.7	7.5	5	A	A	A	A
1641378_at	1158.2	901.2	1023.1	937.7	P	P	P	P
1624343_at	686.5	777.6	339.2	453.3	P	P	M	P
1634541_a_at	1258.1	1027.3	1159.7	1057.3	P	P	P	P
1634173_at	1649.4	2093.5	1524.7	1306.3	P	P	P	P
1635665_at	2.9	2.4	3.6	2.8	A	A	A	A
1639033_at	43.4	30	42.2	10.3	A	A	A	A
1630402_at	36	18.8	36.6	9.7	A	M	P	A
1636273_at	1293.3	1232.9	1102	978.1	P	P	P	P
1627302_at	1857.4	2946.2	2153.5	2044	P	P	P	P
1638506_at	76.2	36.5	27.5	23.9	A	A	A	A
1633870_at	2033.8	2396.9	2837	3244.4	P	P	P	P
1637919_at	34	6	5.3	2.1	A	A	A	A
1639763_at	2538.5	3564.4	2453.6	2291.4	P	P	P	P
1631112_at	72.7	26.1	795.7	819.8	A	A	P	P
1634292_at	24.2	4.1	33.9	25.4	A	A	A	P
1635384_at	6.6	10.4	4.3	8.9	A	A	A	A
1627426_at	4775.8	5250	3792	4064.3	P	P	P	P
1626401_at	87.7	42.2	67.2	35.4	A	A	A	A
1632764_at	128.4	43.8	72.6	45.6	A	A	A	A
1628914_at	275	241.1	352.1	267.6	P	P	P	P
1627399_at	961.3	1243.8	589	1009.4	P	P	P	P
1623108_at	6552.3	8746.6	3825.7	5671.7	P	P	P	P
1623039_at	460.6	378	971.6	702.5	P	P	P	P
1632117_s_at	10049.6	9434.1	7686.8	6575.3	P	P	P	P
1639160_at	48	14.7	136.1	99.9	A	A	A	A
1624130_at	7.8	25.5	60.3	15.9	A	A	A	A
1629302_at	64.1	57.4	9	3.7	A	A	A	A
1625363_at	11.1	14.9	31.6	14.4	A	A	A	A
1629161_at	7.1	5.3	6	0.7	A	A	A	A
1625584_at	34.6	12.4	40.8	25	A	A	A	A
1638276_at	60.1	27.1	74.1	35.3	P	M	A	A
1626572_at	6.2	4.7	13.1	19.1	A	A	A	A
1628760_at	21.7	36.6	42.9	3.9	A	A	A	A
1632758_at	11.1	53.7	40	5	A	A	A	A
1628792_at	4.4	6.7	7.4	5.2	A	A	A	A
1631260_at	11.1	5	31.2	5.8	A	A	A	A
1634904_s_at	3577.8	3110.3	2434.7	1998.6	P	P	P	P
1629572_a_at	12429.7	8304.9	156.7	13.3	P	P	P	A
1624898_a_at	435.8	611.6	253.1	297.7	P	P	P	P
1638709_at	939	1097.7	453.1	416.2	P	P	P	P
1632187_at	1133.5	1159.7	791.9	757.6	P	P	P	P
1625227_at	1080	1221.5	733.6	1052.3	P	P	P	P
1641623_at	692.7	841.9	306.6	586.3	P	P	P	P
1637103_at	194.3	129.4	184.7	179.1	P	P	P	P
1636153_at	645.3	514.1	890.9	767.5	P	P	P	P
1629332_at	2.1	17.6	2.5	1.7	A	A	A	A
1639374_s_at	13.7	17.9	16.4	13.8	A	A	A	A
1626228_a_at	1164	873.8	198.3	76.8	P	P	P	P
1633641_a_at	528.7	610.7	1516.1	1838.7	P	P	P	P
1638669_at	314	187.5	7.1	45.2	P	P	A	P
1630172_at	8.8	4.3	6.1	2.7	A	A	A	A
1626988_at	1782.4	1866.1	3452.6	4862.1	P	P	P	P
1629375_at	257.6	201.8	102.7	68	M	P	A	A
1625558_a_at	31.1	9.3	6.5	7.7	M	A	A	A
1638629_at	10.3	8.4	12	4	A	A	A	A
1632283_at	809.7	518.2	312.4	297.7	P	P	P	P
1637634_at	520.6	232	160.3	443.6	A	A	A	A
1626521_x_at	216.8	85.3	215.4	211.9	A	A	A	A
1633314_at	6.6	31.6	5.3	3.6	A	A	A	A
1636391_at	3471	2819.9	2358.7	2595	P	P	P	P
1627166_at	54.2	25.4	10.5	2	A	A	A	A
1623957_s_at	79.3	89.4	15110.1	16125.9	P	P	P	P
1630703_at	2708.6	2537.4	3451.7	3631.3	P	P	P	P
1636172_at	41.8	12.4	61	17.8	A	A	A	A
1624818_s_at	6476	5653.2	4634	2437.7	P	P	P	P
1638779_at	672.7	419.9	1401.5	1848.6	P	P	P	P
1623130_at	376.8	243.8	278.7	185.6	P	P	A	P
1638206_at	12.7	24.8	8.6	11.4	A	A	A	A
1626687_at	13	5.3	6.7	13.2	A	A	A	A
1633467_a_at	6.5	4.8	7.1	4.2	A	A	A	A
1624255_at	42.6	6.2	29.1	12.6	A	A	A	M
1628968_at	33.3	24.4	29	18.4	A	A	A	A
1640703_at	69.4	49.9	206.5	56.4	A	M	P	P
1632478_a_at	50.6	22.4	54.7	4.1	A	A	A	A
1637807_at	43.2	4.8	6.5	9.8	A	A	A	A
1638004_at	3.8	11.3	15.6	3.4	A	A	A	A
1636039_at	36.5	11.2	26	25.4	A	A	A	A
1640744_a_at	542.1	547.2	396.7	489.9	P	P	P	P
1638965_at	737.3	614	544.6	624.2	P	P	P	P
1641201_at	70.5	29.5	34.6	3.5	A	A	A	A
1634636_at	82.9	65.9	72.8	47.5	P	P	P	P
1629201_at	48.4	16.9	96.6	46.2	M	A	P	P
1628922_s_at	1405.4	1099	971.5	796.5	P	P	P	P
1641698_at	16.3	20.5	28.1	1	A	A	A	A
1629985_at	60.9	4.8	32.5	3	A	A	A	A
1625601_at	13.9	5.6	9.3	5.2	A	A	A	A
1634095_at	16972.9	17805.4	16563.2	15457.3	P	P	P	P
1632545_s_at	2403.4	2454.8	2831.4	3023.6	P	P	P	P
1628041_a_at	5034	5989.1	4107	5584.5	P	P	P	P
1632751_at	44.5	6.4	28.7	14.1	A	A	A	A
1636295_at	494.3	487.8	308.9	324.9	P	P	P	P
1624655_at	26.8	35.1	5.7	3.9	A	A	A	A
1630289_at	68.6	4.4	11.7	1.9	A	A	A	A
1640152_at	39.9	29.1	28.5	18.5	M	A	P	M
1636426_at	54.1	34.3	10	28.7	A	A	A	A
1637672_at	12.4	10.6	14.4	9.7	A	A	A	A
1634021_a_at	293.3	296.6	914.1	1493.7	P	P	P	P
1622984_at	2607.9	4621.7	3891.2	3367.7	P	P	P	P
1627990_at	8	15.9	41.2	8.5	A	A	P	A
1631158_at	13.8	4.6	4.2	3.9	A	A	A	A
1638207_at	55.8	8.9	9.5	5.3	A	A	A	A
1623272_at	5.1	3.2	3.7	2.5	A	A	A	A
1639303_at	107.1	97.2	206.5	128.3	P	P	P	P
1637684_at	181	292.4	349.9	383.7	P	P	P	P
1627481_at	3.3	2.2	2.2	1.6	A	A	A	A
1627539_at	1197.1	1030	646.7	555.5	P	P	P	P
1628478_at	1515.8	1378.2	1205.4	1676.2	P	P	P	P
1624557_at	836	848.1	456.2	751	P	P	P	P
1639299_at	4.5	9.8	7.2	6.7	A	A	A	A
1641684_at	100.8	62.8	71	33.2	A	A	A	A
1624905_at	3808.2	3608.4	3061.5	2984.6	P	P	P	P
